Prompt,Category,Subject,Context Dependency,SourceDataset,SourceSplit,SourceId,Choices,AnswerIndex,AnswerLetter,AnswerText,Gsm8kAnswer,MbppTests
"Passage: Alpha Centauri is the name given to what appears as a single star to the naked eye and the brightest star in the southern constellation of Centaurus. At −0.27 apparent visual magnitude (calculated from A and B magnitudes), it is fainter only than Sirius and Canopus. The next-brightest star in the night sky is Arcturus. Alpha Centauri is a multiple-star system, with its two main stars being Alpha Centauri A (α Cen A) and Alpha Centauri B (α Cen B), usually defined to identify them as the different components of the binary α Cen AB. A third companion--Proxima Centauri (or Proxima or α Cen C)--is much further away than the distance between stars A and B, but is still gravitationally associated with the AB system. As viewed from Earth, it is located at an angular separation of 2.2° from the two main stars. Proxima Centauri would appear to the naked eye as a separate star from α Cen AB if it were bright enough to be seen without a telescope. Alpha Centauri AB and Proxima Centauri form a visual double star. Together, the three components make a triple star system, referred to by double-star observers as the triple star (or multiple star), α Cen AB-C.
Question: can you see alpha centauri without a telescope
A. False
B. True",QA,BoolQ,Yes,boolq,train,277,"[""False"", ""True""]",1,B,True,,
"Passage: Need for Speed: The Run is a racing video game, the eighteenth title in the long-running Need for Speed franchise, and developed by Canadian EA subsidiary EA Black Box and published by Electronic Arts. The Wii and 3DS versions were developed by Firebrand Games, the team behind Undercover and Nitro (both DS versions). It was released in North America on November 15, 2011 and November 18, 2011 in Europe.
Question: is need for speed the run open world
A. False
B. True",QA,BoolQ,Yes,boolq,train,278,"[""False"", ""True""]",1,B,True,,
"Passage: Within the United States, the American crocodile's distribution is limited to the southern tip of Florida, though at least two have been found as far north as the Tampa Bay area. The current US population, estimated at 2,000, represents a significant recovery from a few hundred in the 1970s.
Question: are there any crocodiles native to north america
A. False
B. True",QA,BoolQ,Yes,boolq,train,279,"[""False"", ""True""]",1,B,True,,
"Passage: Chicago, the third-largest city in the United States, is home to 1,315 completed high-rises, 44 of which stand taller than 600 feet (183 m). The tallest building in the city is the 110-story Willis Tower (formerly the Sears Tower), which rises 1,451 feet (442 m) in the Chicago Loop and was completed in 1974. Sears Tower was the tallest building in the world from its completion, and remained the tallest building in the United States until May 10, 2013 when it was overtaken by One World Trade Center in New York City. The second-, third- and fourth-tallest buildings in Chicago are the Trump International Hotel & Tower, the Aon Center and 875 North Michigan Avenue (formerly the John Hancock Center), respectively. Of the ten tallest buildings in the United States, four are located in Chicago. As of February 2013, the entire city had 105 buildings at least 500 feet (152 m) tall.
Question: is the sears tower the same as the hancock building
A. False
B. True",QA,BoolQ,Yes,boolq,train,280,"[""False"", ""True""]",0,A,False,,
"Passage: In the United States, a Minor in Possession, or a MIP, (also referred to as a PAULA, Possession of Alcohol Under the Legal Age) is illegal, typically a misdemeanor. In California, depending on the county in which the person is charged, the crime may also be charged as an infraction. Anyone who is under the age of 21 and possesses alcohol in the United States, with the exception of special circumstances, is violating the law of the state.
Question: is it illegal to be in possession of alcohol under 21
A. False
B. True",QA,BoolQ,Yes,boolq,train,281,"[""False"", ""True""]",1,B,True,,
"Passage: Along with the show's unexpected and last-minute, renewal came some changes. The show's already-low budget was moderately trimmed, forcing cuts in the salaries of some cast members and shortened taping schedules (seven days per episode instead of the typical eight). Furthermore, Mackenzie Rosman, who played youngest daughter Ruthie, did not appear in the first six episodes. Catherine Hicks missed three episodes in season 11, as another cost-cutting move. Additionally, George Stults was absent for a few episodes at the beginning of season 11.
Question: is ruthie in season 11 of 7th heaven
A. False
B. True",QA,BoolQ,Yes,boolq,train,282,"[""False"", ""True""]",1,B,True,,
"Passage: The uterus (from Latin ``uterus'', plural uteri) or womb is a major female hormone-responsive secondary sex organ of the reproductive system in humans and most other mammals. In the human, the lower end of the uterus, the cervix, opens into the vagina, while the upper end, the fundus, is connected to the fallopian tubes. It is within the uterus that the fetus develops during gestation. In the human embryo, the uterus develops from the paramesonephric ducts which fuse into the single organ known as a simplex uterus. The uterus has different forms in many other animals and in some it exists as two separate uteri known as a duplex uterus.
Question: is a uterus and a womb the same thing
A. False
B. True",QA,BoolQ,Yes,boolq,train,283,"[""False"", ""True""]",1,B,True,,
"Passage: Fairmont Hotels & Resorts is a chain of luxury hotels owned by AccorHotels since 2016. Fairmont Hotels & Resorts was created in 2001 following the merger of Canadian Pacific Hotels (founded in the late 1880s) and Fairmont Hotels (founded in 1907). Fairmont operates 75 properties in 24 countries, with a strong presence in the United States, and Canada.
Question: is the fairmont hotel part of a chain
A. False
B. True",QA,BoolQ,Yes,boolq,train,284,"[""False"", ""True""]",1,B,True,,
"Passage: An old friend of Alicia's, in the pilot he helped her get a job with the firm and is constantly trying to avoid appearing as if he favors her. This is complicated by the fact that the two have feelings for each other. Will and Alicia have an affair beginning at the end of season two. In season three they break up when Alicia's daughter goes missing, and Alicia decides she needs to focus more on her children. He is seen as very much of a ladies' man throughout the series and had various love affairs and girlfriends. Will generally had a good working relationship with Diane Lockhart, his co-managing partner at the firm, and the two demonstrate a shrewd ability to guide their business, even through difficult times. Will plays in a regular pick-up basketball game with other attorneys and judges, and has friendships with the players that are eventually scrutinized. During season three, Will is suspended from practicing law for six months as punishment stemming from an old bribery scandal but returns to the firm in season four. In season five after much planning, Alicia and Cary leave Lockhart & Gardner to start their own firm; Will takes this betrayal personally. In episode 15 of the fifth season, he is shot and killed in the courtroom by his client Jeffrey Grant (played by Hunter Parrish).
Question: does will gardner die in the good wife
A. False
B. True",QA,BoolQ,Yes,boolq,train,285,"[""False"", ""True""]",1,B,True,,
"Passage: The term kuru derives from the Fore word kuria or guria (``to shake''), due to the body tremors that are a classic symptom of the disease and kúru itself means ``trembling''. It is also known as the ``laughing sickness'' due to the pathologic bursts of laughter which are a symptom of the disease. It is now widely accepted that kuru was transmitted among members of the Fore tribe of Papua New Guinea via funerary cannibalism. Deceased family members were traditionally cooked and eaten, which was thought to help free the spirit of the dead. Women and children usually consumed the brain, the organ in which infectious prions were most concentrated, thus allowing for transmission of kuru. The disease was therefore more prevalent among women and children.
Question: can you get a disease from eating human flesh
A. False
B. True",QA,BoolQ,Yes,boolq,train,286,"[""False"", ""True""]",1,B,True,,
"Passage: Although South Africa has made three appearances in the World Cup, they have not made it past the first round. The team's first attempt to qualify as for the 1994 FIFA World Cup. The team finished second in their group, behind Nigeria, who went on to play at the World Cup. Their first appearance was in France 1998, six years after they had been readmitted to the global football family. Despite a 3--0 drubbing to France in their opening game, they went on to draw against Denmark and Saudi Arabia, the team finished third and thus exited the tournament. Korea/Japan 2002 was expected to be an opportunity for Bafana Bafana to step up to the next level but they were eliminated at the group stage despite drawing to Paraguay and beating Slovenia 1--0 for their first-ever World Cup win. The team finished third in their group, losing out to Paraguay on goals scored. The team failed to qualify for the 2006 FIFA World Cup after finishing third in their qualifying group. Ghana won the group and progressed to the tournament, while Congo DR finished ahead of South Africa on head to head results. During the 2010 World Cup in South Africa, they beat France 2--1 and drew 1--1 to Mexico, but lost 0--3 to Uruguay. They lost out on progression to the round of 16, on goal difference.
Question: did south africa ever win the soccer world cup
A. False
B. True",QA,BoolQ,Yes,boolq,train,287,"[""False"", ""True""]",0,A,False,,
"Passage: A foreign national wishing to enter Canada must obtain a temporary resident visa from one of the Canadian diplomatic missions unless he or she holds a passport issued by one of the 51 eligible visa exempt countries and territories or proof of permanent residence in the United States.
Question: when did you have to have a passport to go to canada
A. False
B. True",QA,BoolQ,Yes,boolq,train,288,"[""False"", ""True""]",1,B,True,,
"Passage: The MonsterVerse is an American media franchise and shared fictional universe that is centered on a series of monster films featuring Godzilla and King Kong, co-produced and distributed by Warner Bros. and co-produced by Legendary Entertainment in partnership with Toho (for the Godzilla films). The first installment was Godzilla (2014), a reboot of the Godzilla franchise, which was followed by Kong: Skull Island (2017), a reboot of the King Kong franchise. The next film to be released will be Godzilla: King of the Monsters (2019), followed by Godzilla vs. Kong (2020). The series has grossed over $1 billion worldwide so far.
Question: is godzilla and king kong in the same universe
A. False
B. True",QA,BoolQ,Yes,boolq,train,289,"[""False"", ""True""]",1,B,True,,
"Passage: King's Cross St. Pancras is a London Underground station located in King's Cross and St Pancras within the Borough of Camden, Central London. It serves King's Cross and St Pancras main line stations and falls within fare zone 1. Being an interchange station between six lines, (the Circle, Hammersmith & City, Metropolitan, Northern, Piccadilly and Victoria lines) it is the second busiest station on the network, trailing only Waterloo.
Question: is st pancras station the same as kings cross
A. False
B. True",QA,BoolQ,Yes,boolq,train,290,"[""False"", ""True""]",1,B,True,,
"Passage: Spectre is a 2015 spy film, the twenty-fourth in the James Bond film series produced by Eon Productions for Metro-Goldwyn-Mayer and Columbia Pictures. It is Daniel Craig's fourth performance as James Bond, and the second film in the series directed by Sam Mendes following Skyfall. It was written by John Logan, Neal Purvis, Robert Wade and Jez Butterworth.
Question: has there been a james bond movie since skyfall
A. False
B. True",QA,BoolQ,Yes,boolq,train,291,"[""False"", ""True""]",1,B,True,,
"Passage: Miss Fisher's Murder Mysteries is an Australian drama television series. It was first broadcast on ABC on 24 February 2012. The series revolves around the personal and professional life of Phryne Fisher (Essie Davis), a glamorous private detective in 1920s Melbourne. Three series have been broadcast, beginning in 2012. Television stations in other nations have picked up the series, and Netflix has the series available in many countries.
Question: is there a season 4 of phryne fisher
A. False
B. True",QA,BoolQ,Yes,boolq,train,292,"[""False"", ""True""]",0,A,False,,
"Passage: Barq's /ˈbɑːrks/ is an American soft drink. Its brand of root beer is notable for having caffeine. Barq's, created by Edward Barq and bottled since the turn of the 20th century, is owned by the Barq family but bottled by the Coca-Cola Company. It was known as Barq's Famous Olde Tyme Root Beer until 2012.
Question: is there caffeine in root beer barq's
A. False
B. True",QA,BoolQ,Yes,boolq,train,293,"[""False"", ""True""]",1,B,True,,
"Passage: The Lexus ES (Japanese: レクサス・ES, Rekusasu ES) is a series of compact, then mid-size car sold by Lexus since 1989. Six generations of the sedan have been introduced to date, each offering V6 engines and the front-engine, front-wheel-drive layout. The first five generations of the ES were built on the Toyota Camry platform, with the sixth generation more closely related to the Avalon. Manual transmissions were offered until 1993, a lower-displacement inline-four engine became an option in Asian markets in 2010, and a gasoline-electric hybrid version was introduced in 2012. The ES was Lexus' only front-wheel drive vehicle until 1998, when the related Lexus RX was introduced, and the sedan occupied the entry-level luxury car segment of the Lexus lineup in North America and other regions until the debut of the Lexus IS in 1999. The ES name stands for ``Executive Sedan''. However, some Lexus importers use the backronymic name, ``Elegant Sedan''.
Question: is the lexus es 350 front wheel drive
A. False
B. True",QA,BoolQ,Yes,boolq,train,294,"[""False"", ""True""]",1,B,True,,
"Passage: Several different physical trophies have had the name, as a club was entitled to keep the cup after five wins or three consecutive wins, with a new cup having to be forged for the following season.
Question: is there a new champions league trophy every year
A. False
B. True",QA,BoolQ,Yes,boolq,train,295,"[""False"", ""True""]",0,A,False,,
"Passage: The Five Heartbeats is a 1991 musical drama film directed by Robert Townsend, who co-wrote the script with Keenen Ivory Wayans. Distributed by 20th Century Fox, the film's main cast includes Townsend, Michael Wright, Leon Robinson, Harry J. Lennix, Tico Wells, Harold Nicholas of the Nicholas Brothers, and Diahann Carroll. The plot of the film (which is loosely based on the lives of several artists: The Dells, The Temptations, Four Tops, Wilson Pickett, James Brown, Frankie Lymon, Sam Cooke and others) follows the three decade career of the rhythm and blues vocal group The Five Heartbeats. The film depicts the rise and fall of a Motown inspired soul act through the eyes of one of the Heartbeats, Donald ``Duck'' Matthews.
Question: was the five heartbeats based on a real group
A. False
B. True",QA,BoolQ,Yes,boolq,train,296,"[""False"", ""True""]",0,A,False,,
"Passage: Producer Ramesh S.Taurani and Director Remo D'Souza have hinted that Race 4 will go on floor in 2020 with some new characters and a new plot.
Question: is there going to be a race 4
A. False
B. True",QA,BoolQ,Yes,boolq,train,297,"[""False"", ""True""]",1,B,True,,
"Passage: Lake Tahoe never freezes. Since 1970, it has mixed to a depth of at least 1,300 ft (400 m) a total of 6 or 7 times. Dissolved oxygen is relatively high from top to bottom. Analysis of the temperature records in Lake Tahoe has shown that the lake warmed (between 1969 and 2002) at an average rate of 0.015 °C per year. The warming is caused primarily by increasing air temperatures, and secondarily by increasing downward long-wave radiation. The warming trend is reducing the frequency of deep mixing in the lake, and may have important effects on water clarity and nutrient cycling.
Question: does lake tahoe freeze over in the winter
A. False
B. True",QA,BoolQ,Yes,boolq,train,298,"[""False"", ""True""]",0,A,False,,
"Passage: James O'Phelan (Titus Welliver), better known as ``Jimmy O.,'' is the leader of the Real IRA group who sells guns to SAMCRO. Jimmy O. makes his first appearance in Season 2 to personally rectify the Hayes' betrayal of SAMCRO, since the Real IRA has long been dependent on the Sons Of Anarchy's Belfast chapter. Jimmy is generally regarded as Chibs Telford's archenemy. When the real IRA have proof of him going behind their backs, he takes Jax's son, Abel, to exchange for a safe passage back to the US. After a long hunt and search, SAMCRO finds out the Russians are hiding him. SAMCRO makes a deal to hand Jimmy over to them. When Agent Stahl gets custody of Jimmy O from SAMCRO, Chief Unser pulls them over with a ruse about Jimmy's members waiting ahead in a road block for them. With Stahl's other agents gone, Chibs & a few other members of SAMCRO show up by bus. Chibs pulls Jimmy O out of the car and slices his mouth, (in the same manner as Jimmy did him years before, scarring Chibs) and then stabs him to death.
Question: does jimmy o die in sons of anarchy
A. False
B. True",QA,BoolQ,Yes,boolq,train,299,"[""False"", ""True""]",1,B,True,,
"Passage: Timothy Donell Brown (born July 22, 1966) is a former American football wide receiver who played professionally in the National Football League (NFL). He played college football for Notre Dame, where he won the Heisman Trophy, becoming the first wide receiver to win the award. He spent sixteen years with the Los Angeles/Oakland Raiders, during which he established himself as one of the NFL's most prolific wide receivers. Brown has also played for the Tampa Bay Buccaneers. In 2015, he was inducted into the Pro Football Hall of Fame.
Question: is tim brown in the hall of fame
A. False
B. True",QA,BoolQ,Yes,boolq,train,300,"[""False"", ""True""]",1,B,True,,
"Passage: Since 1996, a federal law has prohibited non-citizens from voting in federal elections, punishing them by fines, imprisonment, inadmissibility, and deportation. Exempt from punishment is any non-citizen who ``reasonably believed at the time of voting (...) that he or she was a citizen of the United States,'' had a parent who is or was a citizen, and began permanently living in the United States before turning 16 years old. The federal law does not prohibit non-citizens from voting in state or local elections, but no state has allowed non-citizens to vote in state elections since Arkansas became the last state to outlaw non-citizen voting in 1926. 11 local governments, 10 of them in Maryland, allow non-citizens to vote in their local elections (Takoma Park, Barnesville, Martin's Additions, Somerset, Chevy Chase Sections 3 and 5, Glen Echo, Garrett Park, Hyattsville, Mount Rainer and Riverdale Park). San Francisco allows noncitizens parents to vote in School Board elections (beginning in 2018).
Question: do you have to be a citizen of the us to vote
A. False
B. True",QA,BoolQ,Yes,boolq,train,301,"[""False"", ""True""]",1,B,True,,
"Passage: They are liquids used primarily as a topical antiseptic. They also have many industrial and household uses. The term ``rubbing alcohol'' has become a general non-specific term for either isopropyl alcohol (isopropanol) or ethyl alcohol (ethanol) rubbing-alcohol products.
Question: is ethyl alcohol the same as rubbing alcohol
A. False
B. True",QA,BoolQ,Yes,boolq,train,302,"[""False"", ""True""]",1,B,True,,
"Passage: With the box office success of Batman Forever in June 1995, Warner Bros. immediately commissioned a sequel. They hired director Joel Schumacher and writer Akiva Goldsman to reprise their duties the following August, and decided it was best to fast track production for a June 1997 target release date, which is a break from the usual 3-year gap between films. Schumacher wanted to homage both the broad camp style of the 1960s television series and the work of Dick Sprang. The storyline of Batman & Robin was conceived by Schumacher and Goldsman during pre-production on A Time to Kill. Portions of Mr. Freeze's back-story were based on the Batman: The Animated Series episode ``Heart of Ice'', written by Paul Dini.
Question: is batman and robin a sequel to batman forever
A. False
B. True",QA,BoolQ,Yes,boolq,train,303,"[""False"", ""True""]",1,B,True,,
"Passage: Pentatonix (abbreviated PTX) is an American a cappella group from Arlington, Texas, consisting of vocalists Scott Hoying, Mitch Grassi, Kirstin Maldonado, Kevin Olusola and Matt Sallee. Avi Kaplan was formerly a member of the group; he was replaced by Sallee in 2017. Characterized by their pop-style arrangements with vocal harmonies, basslines, riffing, percussion and beatboxing, they are widely known for their covers, mostly of modern pop works or Christmas songs, sometimes in the form of medleys, along with original material. Pentatonix formed in 2011 and subsequently won the third season of NBC's The Sing-Off, receiving $200,000 and a recording contract with Sony Music. When Sony's Epic Records dropped the group after The Sing-Off, the group formed its YouTube channel, distributing its music through Madison Gate Records, a label owned by Sony Pictures. With over 13 million subscribers and 2.7 billion views, Pentatonix's YouTube channel is currently the 50th most-subscribed-to YouTube channel. The group's video tribute to Daft Punk had received over 250 million views as of mid 2017.
Question: are the current members of pentatonix the original members
A. False
B. True",QA,BoolQ,Yes,boolq,train,304,"[""False"", ""True""]",0,A,False,,
"Passage: James Andrew Eric Phelps and Oliver Martyn John Phelps (born 25 February 1986) are identical twin British actors, best known for playing identical twins, Fred and George Weasley in the Harry Potter film series.
Question: did one of the weasley twins die in real life
A. False
B. True",QA,BoolQ,Yes,boolq,train,305,"[""False"", ""True""]",0,A,False,,
"Passage: Eligibility to vote in the United States is established both through the federal constitution and by state law. Several constitutional amendments (the 15th, 19th, and 26th specifically) require that voting rights cannot be abridged on account of race, color, previous condition of servitude, sex, or age for those above 18; the constitution as originally written did not establish any such rights during 1787--1870. In the absence of a specific federal law or constitutional provision, each state is given considerable discretion to establish qualifications for suffrage and candidacy within its own respective jurisdiction; in addition, states and lower level jurisdictions establish election systems, such as at-large or single member district elections for county councils or school boards.
Question: does the constitution guarantee the right to vote
A. False
B. True",QA,BoolQ,Yes,boolq,train,306,"[""False"", ""True""]",1,B,True,,
"Passage: Marvel's The Avengers (classified under the name Marvel Avengers Assemble in the United Kingdom and Ireland), or simply The Avengers, is a 2012 American superhero film based on the Marvel Comics superhero team of the same name, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is the sixth film in the Marvel Cinematic Universe (MCU). The film was written and directed by Joss Whedon and features an ensemble cast that includes Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, and Jeremy Renner as the titular Avengers team, alongside Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård, and Samuel L. Jackson. In the film, Nick Fury, director of the peacekeeping organization S.H.I.E.L.D., recruits Tony Stark, Captain America, the Hulk, and Thor to form a team that must stop Thor's brother Loki from subjugating Earth.
Question: is the avengers and avengers assemble the same film
A. False
B. True",QA,BoolQ,Yes,boolq,train,307,"[""False"", ""True""]",1,B,True,,
"Passage: Dextrocardia (from Latin dexter, meaning ``right,'' and Greek kardia, meaning ``heart'') is a rare congenital condition in which the apex of the heart is located on the right side of the body. There are two main types of dextrocardia: dextrocardia of embryonic arrest (also known as isolated dextrocardia ) and dextrocardia situs inversus. Dextrocardia situs inversus is further divided.
Question: can a person have their heart on the right side
A. False
B. True",QA,BoolQ,Yes,boolq,train,308,"[""False"", ""True""]",1,B,True,,
"Passage: In the United States, certificates issued to the general public for deaths after 1990 may in some states be redacted to erase the specific cause of death (in cases where death was from natural causes) to comply with HIV confidentiality rules. In New York State, for instance, the cause of death on a general death certificate is only specified if death was accidental, homicide, suicide, or declared in absentia; all other deaths are only referred to as natural. All states have provisions, however, whereby immediate family members, law enforcement agencies, and governmental authorities (such as occupational health and safety groups) are able to obtain death certificates containing the full cause of death, even in cases of natural death.
Question: does a death certificate have to show cause of death
A. False
B. True",QA,BoolQ,Yes,boolq,train,309,"[""False"", ""True""]",0,A,False,,
"Passage: The next general election in the United Kingdom is scheduled to be held on 5 May 2022 under the Fixed-term Parliaments Act 2011. The election may be held at an earlier date in the event of an early election motion being passed by a super-majority of two-thirds in the House of Commons, or a vote of no confidence in the government which is not followed by a vote of confidence within 14 days.
Question: will there be a uk general election in 2018
A. False
B. True",QA,BoolQ,Yes,boolq,train,310,"[""False"", ""True""]",0,A,False,,
"Passage: Star Wars: The Last Jedi (also known as Star Wars: Episode VIII -- The Last Jedi) is a 2017 American epic space opera film written and directed by Rian Johnson. It is the second installment of the Star Wars sequel trilogy and the eighth main installment of the Star Wars franchise, following Star Wars: The Force Awakens (2015). It was produced by Lucasfilm and distributed by Walt Disney Studios Motion Pictures. The film's ensemble cast includes Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Andy Serkis, Lupita Nyong'o, Domhnall Gleeson, Anthony Daniels and Gwendoline Christie in returning roles, with Kelly Marie Tran, Laura Dern and Benicio del Toro joining the cast. The film features the final film performance by Fisher, who died in December 2016, and it is dedicated to her memory. The plot follows Rey as she receives Jedi training from Luke Skywalker, in hopes of turning the tide for the Resistance in the fight against Kylo Ren and the First Order, while General Leia Organa, Finn, and Poe Dameron attempt to escape a First Order attack on the dwindling Resistance fleet.
Question: is star wars the last jedi the last star wars
A. False
B. True",QA,BoolQ,Yes,boolq,train,311,"[""False"", ""True""]",0,A,False,,
"Passage: The Hudson River School was a mid-19th century American art movement embodied by a group of landscape painters whose aesthetic vision was influenced by Romanticism. The paintings for which the movement is named depict the Hudson River Valley and the surrounding area, including the Catskill, Adirondack, and White Mountains; eventually works by the second generation of artists associated with the school expanded to include other locales in New England, the Maritimes, the American West, and South America.
Question: was the hudson river school an actual school
A. False
B. True",QA,BoolQ,Yes,boolq,train,312,"[""False"", ""True""]",0,A,False,,
"Passage: ``Lay's'' is the company's primary brand, with the exception of limited markets where other brand names are used: Walkers in the UK and Ireland; Smith's in Australia; Chipsy in Egypt; Poca in Vietnam; Tapuchips in Israel; Margarita in Colombia; Sabritas in Mexico; and, formerly, Hostess in Canada.
Question: are lays crisps the same company as walkers
A. False
B. True",QA,BoolQ,Yes,boolq,train,313,"[""False"", ""True""]",1,B,True,,
"Passage: Many of the varieties that have been cultivated for ornamental use produce small, unpalatable fruit. Edible cherries generally come from cultivars of the related species Prunus avium and Prunus cerasus.
Question: are cherry blossom trees the same as cherry trees
A. False
B. True",QA,BoolQ,Yes,boolq,train,314,"[""False"", ""True""]",0,A,False,,
"Passage: Right turns on red are permitted in many regions of North America. While Western states have allowed it for more than 50 years; eastern states amended their traffic laws to allow it in the 1970s as a fuel-saving measure in response to motor fuel shortages in 1973. The Energy Policy and Conservation Act of 1975 required in §362(c)(5) that in order for a state to receive federal assistance in developing mandated conservation programs, they must permit right turns on red lights. All 50 states, the District of Columbia, Guam, and Puerto Rico have allowed right turns on red since 1980, except where prohibited by a sign or where right turns are controlled by dedicated traffic lights. (On January 1, 1980, Massachusetts became the last US state to allow right turns on red.) The few exceptions include New York City, where right turns on red are prohibited, unless a sign indicates otherwise.
Question: is it legal to turn right on red in california
A. False
B. True",QA,BoolQ,Yes,boolq,train,315,"[""False"", ""True""]",1,B,True,,
"Passage: Graham's law states that the rate of diffusion or of effusion of a gas is inversely proportional to the square root of its molecular weight. Thus, if the molecular weight of one gas is four times that of another, it would diffuse through a porous plug or escape through a small pinhole in a vessel at half the rate of the other (heavier gases diffuse more slowly). A complete theoretical explanation of Graham's law was provided years later by the kinetic theory of gases. Graham's law provides a basis for separating isotopes by diffusion--a method that came to play a crucial role in the development of the atomic bomb.
Question: is there a relationship between molecular weight and diffusion rate
A. False
B. True",QA,BoolQ,Yes,boolq,train,316,"[""False"", ""True""]",1,B,True,,
"Passage: The Commonwealth was first officially formed in 1931 when the Statute of Westminster gave legal recognition to the sovereignty of dominions. Known as the ``British Commonwealth'', the original members were the United Kingdom, Canada, Australia, New Zealand, South Africa, Irish Free State, and Newfoundland, although Australia and New Zealand did not adopt the statute until 1942 and 1947 respectively. In 1949, the London Declaration was signed and marked the birth of the modern Commonwealth and the adoption of its present name. The newest member is Rwanda, which joined on 29 November 2009. The most recent departure was the Maldives, which severed its connection with the Commonwealth on 13 October 2016.
Question: was south africa part of the british commonwealth
A. False
B. True",QA,BoolQ,Yes,boolq,train,317,"[""False"", ""True""]",1,B,True,,
"Passage: The Other Boleyn Girl (2001) is a historical novel written by British author Philippa Gregory, loosely based on the life of 16th-century aristocrat Mary Boleyn (the sister of Anne Boleyn) of whom little is known. Inspired by Mary's life story, Gregory depicts the annulment of one of the most significant royal marriages in English history (that of King Henry VIII and Catherine of Aragon) and conveys the urgency of the need for a male heir to the throne. Much of the history is highly distorted in her account.
Question: the other boleyn girl is it based on a true story
A. False
B. True",QA,BoolQ,Yes,boolq,train,318,"[""False"", ""True""]",1,B,True,,
"Passage: Two years later, Ana and Christian have a son named Theodore Raymond Grey, nicknamed Teddy, and Ana is six months pregnant with their second child, a daughter whom they decide to name Phoebe. Elliot and Kate have gotten married and have a two-month-old daughter named Ava. At the end, Ana and Christian are getting ready to celebrate Teddy's second birthday with their family and friends.
Question: do christian and ana stay together in fifty shades freed
A. False
B. True",QA,BoolQ,Yes,boolq,train,319,"[""False"", ""True""]",1,B,True,,
"Passage: Switched at Birth is a 1991 American television film directed by Waris Hussein. It is based on the true story of Kimberly Mays and Arlena Twigg, babies switched soon after birth in a Florida hospital in 1978.
Question: is switched at birth based on a real story
A. False
B. True",QA,BoolQ,Yes,boolq,train,320,"[""False"", ""True""]",1,B,True,,
"Passage: The Battle of Thermopylae has remained a cultural icon of western civilization ever since it was fought. The battle is revisited in countless adages and works of popular culture, such as in films (e.g., The 300 Spartans (1962) and 300 (2007), based on the events during and close to the time of the battle), in literature, in song, in television programs, and in video games. The battle is also discussed in many articles and books on the theory and practice of warfare.
Question: was the movie 300 based on real events
A. False
B. True",QA,BoolQ,Yes,boolq,train,321,"[""False"", ""True""]",1,B,True,,
"Passage: An unopened bottle of Coffee-Mate can last up to two years with no refrigeration and can stay fresh for two weeks once it is opened. The product is popular in offices where refrigeration may not be available. Non-dairy creamer can be used by individuals who are lactose-intolerant. Once opened, liquid non-dairy creamer should be refrigerated.
Question: does liquid coffee mate have to be refrigerated
A. False
B. True",QA,BoolQ,Yes,boolq,train,322,"[""False"", ""True""]",1,B,True,,
"Passage: The Uniform Time Act of 1966 ruled that daylight saving time would run from the last Sunday of April until the last Sunday in October in the United States. The act was amended to make the first Sunday in April the beginning of daylight saving time as of 1987. The Energy Policy Act of 2005 extended daylight saving time in the United States beginning in 2007. So local times change at 2:00 a.m. EST to 3:00 a.m. EDT on the second Sunday in March and return at 2:00 a.m. EDT to 1:00 a.m. EST on the first Sunday in November. In Canada, the time changes as it does in the United States.
Question: is the east coast on daylight savings time
A. False
B. True",QA,BoolQ,Yes,boolq,train,323,"[""False"", ""True""]",1,B,True,,
"Passage: It would seem reasonable to think that the regular spacing and size uniformity of fish in schools would result in hydrodynamic efficiencies. However, experiments in the laboratory have failed to find any gains from the hydrodynamic lift created by the neighbours of a fish within a school, though it is still thought that efficiency gains do occur in the wild. Landa (1998) argues that the leader of a school constantly changes, because while being in the body of a school gives a hydrodynamic advantage, being the leader means you are the first to the food.
Question: is there a leader in a school of fish
A. False
B. True",QA,BoolQ,Yes,boolq,train,324,"[""False"", ""True""]",1,B,True,,
"Passage: On April 20, 2018, ABC officially renewed Grey's Anatomy for a network primetime drama record-setting fifteenth season.
Question: was season 14 the end of greys anatomy
A. False
B. True",QA,BoolQ,Yes,boolq,train,325,"[""False"", ""True""]",0,A,False,,
"Passage: Maple products are considered emblematic of Canada, in particular Quebec, and are frequently sold in tourist shops and airports as souvenirs from Canada. The sugar maple's leaf has come to symbolize Canada, and is depicted on the country's flag. Several US states, including New York, Vermont and Wisconsin, have the sugar maple as their state tree. A scene of sap collection is depicted on the Vermont state quarter, issued in 2001.
Question: is canada the only country with maple trees
A. False
B. True",QA,BoolQ,Yes,boolq,train,326,"[""False"", ""True""]",0,A,False,,
"Passage: In criminal law, intent is one of three general classes of mens rea necessary to constitute a conventional, as opposed to strict liability, crime. A more formal, generally synonymous legal term is scienter: intent or knowledge of wrongdoing.
Question: do you need intent to commit a crime
A. False
B. True",QA,BoolQ,Yes,boolq,train,327,"[""False"", ""True""]",1,B,True,,
